timestamp,ifInOctets,ifOutOctets,ifInErrors,ifOutErrors,latencia_ms,perdida_paquetes,RSRP_dBm,SINR_dB,BW_in_Mbps,BW_out_Mbps,TasaErrorIn_%,TasaErrorOut_%,CalidadSenal
2023-08-23 13:05:00,3453752,3671222,7,0,67.89,0,-104,26.7,0.09,0.1,0.0002,0.0,Regular
2023-08-23 13:06:00,8265760,2970856,5,9,57.4,0,-97,27.39,0.22,0.08,0.0001,0.0003,Regular
2023-08-23 13:07:00,2353038,3639782,3,5,31.03,0,-111,5.02,0.06,0.1,0.0001,0.0001,Mala
2023-08-23 13:08:00,9639483,2877942,11,3,80.65,0,-89,20.42,0.26,0.08,0.0001,0.0001,Buena
2023-08-23 13:09:00,5657693,2150224,11,7,21.47,1,-106,9.53,0.15,0.06,0.0002,0.0003,Mala
2023-08-23 13:10:00,5264694,1848055,15,1,90.97,0,-102,25.09,0.14,0.05,0.0003,0.0001,Regular
2023-08-23 13:11:00,1707689,1355783,9,1,95.5,0,-82,21.99,0.05,0.04,0.0005,0.0001,Buena
2023-08-23 13:12:00,2296516,2730653,13,6,39.73,0,-101,5.96,0.06,0.07,0.0006,0.0002,Mala
2023-08-23 13:13:00,4463351,1084942,12,4,40.74,0,-87,28.16,0.12,0.03,0.0003,0.0004,Buena
2023-08-23 13:14:00,2854971,1920654,8,0,75.61,0,-90,20.5,0.08,0.05,0.0003,0.0,Buena
2023-08-23 13:15:00,2849396,2717127,6,6,48.35,0,-89,28.46,0.08,0.07,0.0002,0.0002,Buena
2023-08-23 13:16:00,3691276,1223503,11,6,7.72,1,-113,6.06,0.1,0.03,0.0003,0.0005,Mala
2023-08-23 13:17:00,3526954,3999058,4,9,92.39,0,-113,26.09,0.09,0.11,0.0001,0.0002,Regular
2023-08-23 13:18:00,7549546,4012106,17,5,45.92,0,-81,20.04,0.2,0.11,0.0002,0.0001,Buena
2023-08-23 13:19:00,9007407,848848,3,3,24.33,0,-81,16.57,0.24,0.02,0.0,0.0004,Regular
2023-08-23 13:20:00,8385034,2497179,1,7,57.79,0,-110,24.62,0.22,0.07,0.0,0.0003,Regular
2023-08-23 13:21:00,8063410,1981177,2,1,25.8,0,-102,18.99,0.22,0.05,0.0,0.0001,Regular
2023-08-23 13:22:00,9001482,666991,11,1,24.57,0,-90,20.09,0.24,0.02,0.0001,0.0001,Buena
2023-08-23 13:23:00,2072647,4791256,2,1,56.84,0,-113,7.61,0.06,0.13,0.0001,0.0,Mala
2023-08-23 13:24:00,2631107,4492942,3,2,42.15,0,-83,24.51,0.07,0.12,0.0001,0.0,Buena
2023-08-23 13:25:00,6106563,2930412,5,5,59.43,0,-103,19.51,0.16,0.08,0.0001,0.0002,Regular
2023-08-23 13:26:00,9234679,1376058,11,0,99.7,0,-87,25.33,0.25,0.04,0.0001,0.0,Buena
2023-08-23 13:27:00,7463768,2643167,18,1,86.61,0,-107,10.55,0.2,0.07,0.0002,0.0,Regular
2023-08-23 13:28:00,6606594,602877,9,9,5.73,0,-84,9.95,0.18,0.02,0.0001,0.0015,Mala
2023-08-23 13:29:00,2950367,4168893,0,1,9.8,1,-94,0.72,0.08,0.11,0.0,0.0,Mala
2023-08-23 13:30:00,2910705,2045329,16,0,62.96,0,-94,23.06,0.08,0.05,0.0005,0.0,Buena
2023-08-23 13:31:00,2601596,3572753,15,2,64.49,0,-82,9.91,0.07,0.1,0.0006,0.0001,Mala
2023-08-23 13:32:00,4791481,891670,8,9,88.43,0,-106,9.82,0.13,0.02,0.0002,0.001,Mala
2023-08-23 13:33:00,6123122,2194512,8,6,64.76,0,-91,20.66,0.16,0.06,0.0001,0.0003,Buena
2023-08-23 13:34:00,8757202,4318806,8,0,26.63,0,-104,7.59,0.23,0.12,0.0001,0.0,Mala
2023-08-23 13:35:00,7348564,1850339,11,6,49.51,0,-113,27.27,0.2,0.05,0.0001,0.0003,Regular
2023-08-23 13:36:00,5150276,3919998,8,4,81.85,0,-97,16.14,0.14,0.1,0.0002,0.0001,Regular
2023-08-23 13:37:00,6723601,4652363,14,8,92.67,0,-83,29.08,0.18,0.12,0.0002,0.0002,Buena
2023-08-23 13:38:00,6354075,4234942,1,1,27.51,0,-90,2.3,0.17,0.11,0.0,0.0,Mala
2023-08-23 13:39:00,6279548,540633,10,0,56.26,0,-103,10.1,0.17,0.01,0.0002,0.0,Regular
2023-08-23 13:40:00,3382357,1757302,10,8,20.1,0,-109,11.44,0.09,0.05,0.0003,0.0005,Regular
2023-08-23 13:41:00,8904069,1551893,7,7,52.21,0,-82,21.91,0.24,0.04,0.0001,0.0005,Buena
2023-08-23 13:42:00,3245131,2378166,5,9,13.56,0,-94,6.39,0.09,0.06,0.0002,0.0004,Mala
2023-08-23 13:43:00,5246049,4086575,19,5,94.46,0,-96,11.26,0.14,0.11,0.0004,0.0001,Regular
2023-08-23 13:44:00,9480473,4350404,6,4,65.62,0,-93,27.32,0.25,0.12,0.0001,0.0001,Buena
2023-08-23 13:45:00,6455770,3923376,2,7,86.15,0,-102,3.44,0.17,0.1,0.0,0.0002,Mala
2023-08-23 13:46:00,2072200,3321105,7,7,99.84,0,-86,22.36,0.06,0.09,0.0003,0.0002,Buena
2023-08-23 13:47:00,3906158,2372204,17,4,22.35,0,-93,21.07,0.1,0.06,0.0004,0.0002,Buena
2023-08-23 13:48:00,2222869,2400946,16,6,70.94,0,-97,3.92,0.06,0.06,0.0007,0.0002,Mala
2023-08-23 13:49:00,4125354,1426109,10,0,89.26,0,-110,20.65,0.11,0.04,0.0002,0.0,Regular
2023-08-23 13:50:00,5782883,1208669,1,3,59.71,0,-93,17.09,0.15,0.03,0.0,0.0002,Regular
2023-08-23 13:51:00,7501632,4727939,18,1,65.77,0,-106,8.63,0.2,0.13,0.0002,0.0,Mala
2023-08-23 13:52:00,4982588,2807539,6,9,43.73,0,-81,9.33,0.13,0.07,0.0001,0.0003,Mala
2023-08-23 13:53:00,9083123,3726419,17,2,69.1,0,-95,24.99,0.24,0.1,0.0002,0.0001,Regular
2023-08-23 13:54:00,7160686,3096882,7,0,42.58,0,-84,6.93,0.19,0.08,0.0001,0.0,Mala
2023-08-23 13:55:00,1635605,4465292,13,1,50.28,0,-86,15.38,0.04,0.12,0.0008,0.0,Regular
2023-08-23 13:56:00,8479821,1506891,6,0,14.78,0,-83,20.43,0.23,0.04,0.0001,0.0,Buena
2023-08-23 13:57:00,5583897,4447526,3,7,5.74,0,-110,3.9,0.15,0.12,0.0001,0.0002,Mala
2023-08-23 13:58:00,8413718,1227467,16,3,10.24,0,-111,27.97,0.22,0.03,0.0002,0.0002,Regular
2023-08-23 13:59:00,1067661,3498851,4,2,23.29,0,-101,7.82,0.03,0.09,0.0004,0.0001,Mala
2023-08-23 14:00:00,7859991,4161306,11,0,48.38,0,-91,9.57,0.21,0.11,0.0001,0.0,Mala
2023-08-23 14:01:00,8585153,2523969,8,1,6.99,0,-103,19.98,0.23,0.07,0.0001,0.0,Regular
2023-08-23 14:02:00,6914988,1497057,19,2,19.81,0,-110,2.35,0.18,0.04,0.0003,0.0001,Mala
2023-08-23 14:03:00,7558221,4174153,12,2,79.24,0,-114,18.83,0.2,0.11,0.0002,0.0,Regular
2023-08-23 14:04:00,2307506,2712292,17,5,77.41,0,-99,27.48,0.06,0.07,0.0007,0.0002,Regular
2023-08-23 14:05:00,3901614,4870297,19,9,80.02,0,-92,7.47,0.1,0.13,0.0005,0.0002,Mala
2023-08-23 14:06:00,3966422,4118313,8,7,92.55,0,-104,10.86,0.11,0.11,0.0002,0.0002,Regular
2023-08-23 14:07:00,4708654,3450501,3,5,16.31,0,-102,6.97,0.13,0.09,0.0001,0.0001,Mala
2023-08-23 14:08:00,8315436,1884410,7,1,20.5,0,-109,24.56,0.22,0.05,0.0001,0.0001,Regular
2023-08-23 14:09:00,1118033,2807199,0,1,36.69,1,-90,5.03,0.03,0.07,0.0,0.0,Mala
2023-08-23 14:10:00,6872354,786100,16,6,91.94,0,-84,10.4,0.18,0.02,0.0002,0.0008,Regular
2023-08-23 14:11:00,2215502,4758183,8,0,78.67,0,-87,18.03,0.06,0.13,0.0004,0.0,Regular
2023-08-23 14:12:00,3319049,2548880,19,0,35.79,0,-107,12.14,0.09,0.07,0.0006,0.0,Regular
2023-08-23 14:13:00,7292518,2969606,12,6,13.33,0,-102,1.96,0.19,0.08,0.0002,0.0002,Mala
2023-08-23 14:14:00,8587768,3539316,1,8,63.56,0,-99,28.43,0.23,0.09,0.0,0.0002,Regular
2023-08-23 14:15:00,4720464,1545533,12,4,29.4,0,-91,10.14,0.13,0.04,0.0003,0.0003,Regular
2023-08-23 14:16:00,3192614,1785844,8,0,55.46,0,-86,13.37,0.09,0.05,0.0003,0.0,Regular
2023-08-23 14:17:00,1770173,2056232,19,4,94.47,0,-87,5.03,0.05,0.05,0.0011,0.0002,Mala
2023-08-23 14:18:00,6642264,1287600,5,0,59.4,0,-87,25.96,0.18,0.03,0.0001,0.0,Buena
2023-08-23 14:19:00,1467010,4467454,0,9,92.76,0,-98,8.74,0.04,0.12,0.0,0.0002,Mala
2023-08-23 14:20:00,2655016,1985619,4,8,42.34,0,-85,0.59,0.07,0.05,0.0002,0.0004,Mala
2023-08-23 14:21:00,5221038,2338524,2,3,65.17,0,-97,9.49,0.14,0.06,0.0,0.0001,Mala
2023-08-23 14:22:00,9376430,1699399,3,8,89.92,0,-99,29.52,0.25,0.05,0.0,0.0005,Regular
2023-08-23 14:23:00,4880993,3151813,0,1,60.86,0,-110,4.41,0.13,0.08,0.0,0.0,Mala
2023-08-23 14:24:00,3568103,622026,13,6,63.42,1,-104,0.94,0.1,0.02,0.0004,0.001,Mala
2023-08-23 14:25:00,9469872,1781507,8,1,73.05,0,-113,17.35,0.25,0.05,0.0001,0.0001,Regular
2023-08-23 14:26:00,9411883,3710912,3,3,88.8,0,-81,11.15,0.25,0.1,0.0,0.0001,Regular
2023-08-23 14:27:00,7482532,3104684,17,5,13.38,0,-83,23.85,0.2,0.08,0.0002,0.0002,Buena
2023-08-23 14:28:00,6196467,1235053,13,1,37.0,1,-87,21.96,0.17,0.03,0.0002,0.0001,Buena
2023-08-23 14:29:00,6952793,1062167,3,1,42.78,0,-113,5.56,0.19,0.03,0.0,0.0001,Mala
2023-08-23 14:30:00,9961343,3619712,9,1,91.42,0,-111,16.94,0.27,0.1,0.0001,0.0,Regular
2023-08-23 14:31:00,3000609,811741,2,2,95.82,0,-102,0.97,0.08,0.02,0.0001,0.0002,Mala
2023-08-23 14:32:00,3697143,4697930,6,4,16.44,0,-88,13.18,0.1,0.13,0.0002,0.0001,Regular
2023-08-23 14:33:00,2314532,2158800,9,8,16.32,0,-84,21.42,0.06,0.06,0.0004,0.0004,Buena
2023-08-23 14:34:00,1421240,2043971,12,5,93.81,0,-98,12.45,0.04,0.05,0.0008,0.0002,Regular
2023-08-23 14:35:00,1944789,2307737,3,8,33.1,0,-103,3.54,0.05,0.06,0.0002,0.0003,Mala
2023-08-23 14:36:00,3213573,4251531,17,9,27.97,0,-114,1.85,0.09,0.11,0.0005,0.0002,Mala
2023-08-23 14:37:00,9914501,2805289,10,4,8.38,0,-91,25.61,0.26,0.07,0.0001,0.0001,Buena
2023-08-23 14:38:00,3255363,3531301,3,5,31.18,1,-96,26.74,0.09,0.09,0.0001,0.0001,Regular
2023-08-23 14:39:00,9375741,3344472,13,9,70.89,1,-109,10.29,0.25,0.09,0.0001,0.0003,Regular
2023-08-23 14:40:00,6056861,644454,17,7,45.47,0,-105,4.93,0.16,0.02,0.0003,0.0011,Mala
2023-08-23 14:41:00,7436446,754043,7,2,54.1,0,-111,29.36,0.2,0.02,0.0001,0.0003,Regular
2023-08-23 14:42:00,5148887,3060079,9,1,92.14,0,-87,16.38,0.14,0.08,0.0002,0.0,Regular
2023-08-23 14:43:00,4668866,2345733,4,2,15.9,1,-98,14.3,0.12,0.06,0.0001,0.0001,Regular
2023-08-23 14:44:00,5612338,4804388,6,8,11.77,1,-108,22.25,0.15,0.13,0.0001,0.0002,Regular
2023-08-23 14:45:00,2033255,1514391,11,5,85.93,0,-89,5.07,0.05,0.04,0.0005,0.0003,Mala
2023-08-23 14:46:00,8082212,973006,2,9,78.61,0,-114,17.4,0.22,0.03,0.0,0.0009,Regular
2023-08-23 14:47:00,9202787,4674904,3,3,30.05,0,-81,26.7,0.25,0.12,0.0,0.0001,Buena
2023-08-23 14:48:00,5989847,3384991,9,9,35.8,0,-90,0.69,0.16,0.09,0.0002,0.0003,Mala
2023-08-23 14:49:00,9929285,573568,3,2,34.48,0,-93,20.19,0.26,0.02,0.0,0.0003,Buena
2023-08-23 14:50:00,8643603,3704288,14,1,66.54,0,-111,16.54,0.23,0.1,0.0002,0.0,Regular
2023-08-23 14:51:00,4094235,1697442,9,3,10.82,0,-100,28.52,0.11,0.05,0.0002,0.0002,Regular
2023-08-23 14:52:00,6986126,1699529,15,8,51.49,0,-105,7.76,0.19,0.05,0.0002,0.0005,Mala
2023-08-23 14:53:00,3859653,2290228,14,3,17.72,0,-97,25.77,0.1,0.06,0.0004,0.0001,Regular
2023-08-23 14:54:00,1387952,2823176,18,4,82.88,0,-100,9.27,0.04,0.08,0.0013,0.0001,Mala
2023-08-23 14:55:00,2030117,1729351,19,7,41.16,0,-84,12.9,0.05,0.05,0.0009,0.0004,Regular
2023-08-23 14:56:00,3896818,1461858,18,1,55.12,0,-104,6.4,0.1,0.04,0.0005,0.0001,Mala
2023-08-23 14:57:00,3357821,971678,17,2,7.79,1,-114,25.91,0.09,0.03,0.0005,0.0002,Regular
2023-08-23 14:58:00,9913742,1929740,11,5,10.54,0,-94,5.86,0.26,0.05,0.0001,0.0003,Mala
2023-08-23 14:59:00,6584263,3482885,15,6,69.13,0,-90,25.77,0.18,0.09,0.0002,0.0002,Buena
2023-08-23 15:00:00,1244761,4708694,0,3,77.84,0,-83,13.67,0.03,0.13,0.0,0.0001,Regular
2023-08-23 15:01:00,9386180,997619,15,0,72.45,0,-92,25.05,0.25,0.03,0.0002,0.0,Buena
2023-08-23 15:02:00,1064323,718547,1,6,75.02,0,-111,7.93,0.03,0.02,0.0001,0.0008,Mala
2023-08-23 15:03:00,2237715,1051595,14,8,14.94,0,-95,3.98,0.06,0.03,0.0006,0.0008,Mala
2023-08-23 15:04:00,9040979,4921740,6,0,70.88,0,-98,16.65,0.24,0.13,0.0001,0.0,Regular
2023-08-23 15:05:00,1954480,2822273,0,0,22.27,0,-111,15.28,0.05,0.08,0.0,0.0,Regular
2023-08-23 15:06:00,7681134,2584820,4,0,14.31,0,-108,10.7,0.2,0.07,0.0001,0.0,Regular
2023-08-23 15:07:00,1854016,1922533,9,9,76.93,0,-95,19.88,0.05,0.05,0.0005,0.0005,Regular
2023-08-23 15:08:00,6347417,4339346,3,6,89.49,0,-111,2.85,0.17,0.12,0.0,0.0001,Mala
2023-08-23 15:09:00,6809701,4358804,13,8,73.09,0,-103,18.66,0.18,0.12,0.0002,0.0002,Regular
2023-08-23 15:10:00,9671370,2825452,12,2,81.53,0,-97,6.35,0.26,0.08,0.0001,0.0001,Mala
2023-08-23 15:11:00,3883427,1893488,0,7,99.15,0,-87,3.87,0.1,0.05,0.0,0.0004,Mala
2023-08-23 15:12:00,2416012,1428252,15,8,17.8,0,-114,27.29,0.06,0.04,0.0006,0.0006,Regular
2023-08-23 15:13:00,6752810,1087073,8,2,96.69,0,-90,13.79,0.18,0.03,0.0001,0.0002,Regular
2023-08-23 15:14:00,1571650,1100338,15,2,62.11,0,-87,22.9,0.04,0.03,0.001,0.0002,Buena
2023-08-23 15:15:00,5476576,574231,18,0,82.26,0,-111,2.67,0.15,0.02,0.0003,0.0,Mala
2023-08-23 15:16:00,9774533,4026185,14,1,66.77,0,-84,1.72,0.26,0.11,0.0001,0.0,Mala
2023-08-23 15:17:00,3863793,4645466,13,6,59.15,0,-114,14.85,0.1,0.12,0.0003,0.0001,Regular
2023-08-23 15:18:00,5909047,2350131,19,2,71.84,0,-111,9.47,0.16,0.06,0.0003,0.0001,Mala
2023-08-23 15:19:00,7881289,2753840,9,6,35.42,0,-83,0.15,0.21,0.07,0.0001,0.0002,Mala
2023-08-23 15:20:00,8422212,3093050,11,4,92.81,0,-81,5.5,0.22,0.08,0.0001,0.0001,Mala
2023-08-23 15:21:00,4757974,4522529,0,9,15.95,0,-97,6.56,0.13,0.12,0.0,0.0002,Mala
2023-08-23 15:22:00,9791689,3613534,16,7,35.21,0,-101,8.66,0.26,0.1,0.0002,0.0002,Mala
2023-08-23 15:23:00,8211179,4100957,8,4,7.96,0,-81,26.33,0.22,0.11,0.0001,0.0001,Buena
2023-08-23 15:24:00,9767500,3298610,18,2,30.78,1,-108,12.62,0.26,0.09,0.0002,0.0001,Regular
2023-08-23 15:25:00,5199591,3671856,17,8,25.73,0,-115,20.38,0.14,0.1,0.0003,0.0002,Regular
2023-08-23 15:26:00,6500545,1580132,6,6,9.71,0,-94,0.55,0.17,0.04,0.0001,0.0004,Mala
2023-08-23 15:27:00,9291923,2225812,8,4,51.72,0,-99,24.42,0.25,0.06,0.0001,0.0002,Regular
2023-08-23 15:28:00,4154240,3785749,11,6,49.52,0,-100,7.21,0.11,0.1,0.0003,0.0002,Mala
2023-08-23 15:29:00,8796324,2162918,6,9,12.39,0,-115,9.27,0.23,0.06,0.0001,0.0004,Mala
2023-08-23 15:30:00,9112074,1017200,13,8,29.88,0,-113,1.36,0.24,0.03,0.0001,0.0008,Mala
2023-08-23 15:31:00,3190222,4877987,14,4,95.57,0,-110,12.29,0.09,0.13,0.0004,0.0001,Regular
2023-08-23 15:32:00,3719269,4339973,14,6,15.52,0,-113,25.58,0.1,0.12,0.0004,0.0001,Regular
2023-08-23 15:33:00,8235574,1863864,5,8,33.98,0,-86,11.36,0.22,0.05,0.0001,0.0004,Regular
2023-08-23 15:34:00,6672354,1729003,13,0,8.41,1,-105,27.26,0.18,0.05,0.0002,0.0,Regular
2023-08-23 15:35:00,6205597,2460220,1,3,19.14,0,-89,26.02,0.17,0.07,0.0,0.0001,Buena
2023-08-23 15:36:00,6284958,3500264,7,0,71.44,0,-94,1.86,0.17,0.09,0.0001,0.0,Mala
2023-08-23 15:37:00,1786667,1272291,12,7,39.84,1,-110,9.16,0.05,0.03,0.0007,0.0006,Mala
2023-08-23 15:38:00,2712503,4014674,5,2,47.95,1,-85,27.31,0.07,0.11,0.0002,0.0,Buena
2023-08-23 15:39:00,4609736,1533879,4,1,19.91,0,-110,0.89,0.12,0.04,0.0001,0.0001,Mala
2023-08-23 15:40:00,9060833,2648164,4,3,69.8,0,-96,22.97,0.24,0.07,0.0,0.0001,Regular
2023-08-23 15:41:00,7638155,3573961,0,2,76.39,0,-105,27.19,0.2,0.1,0.0,0.0001,Regular
2023-08-23 15:42:00,2384418,718168,8,4,22.21,0,-114,23.11,0.06,0.02,0.0003,0.0006,Regular
2023-08-23 15:43:00,1386594,648178,5,7,9.27,0,-85,22.31,0.04,0.02,0.0004,0.0011,Buena
2023-08-23 15:44:00,3869760,558123,19,9,12.69,0,-90,25.3,0.1,0.01,0.0005,0.0016,Buena
2023-08-23 15:45:00,2092501,2708977,6,7,67.42,0,-89,19.97,0.06,0.07,0.0003,0.0003,Regular
2023-08-23 15:46:00,6238331,1717309,8,6,17.87,0,-85,12.69,0.17,0.05,0.0001,0.0003,Regular
2023-08-23 15:47:00,9525631,3367543,4,7,51.92,0,-92,1.88,0.25,0.09,0.0,0.0002,Mala
2023-08-23 15:48:00,2135964,3870698,13,4,19.5,0,-103,23.64,0.06,0.1,0.0006,0.0001,Regular
2023-08-23 15:49:00,3155748,2822018,4,9,21.16,1,-91,27.16,0.08,0.08,0.0001,0.0003,Buena
2023-08-23 15:50:00,4925282,1215003,7,9,5.41,0,-91,15.35,0.13,0.03,0.0001,0.0007,Regular
2023-08-23 15:51:00,1873172,2775598,6,5,35.48,0,-87,15.98,0.05,0.07,0.0003,0.0002,Regular
2023-08-23 15:52:00,9910852,4991260,12,7,13.53,0,-85,12.1,0.26,0.13,0.0001,0.0001,Regular
2023-08-23 15:53:00,6655378,1336002,12,0,42.43,0,-114,25.71,0.18,0.04,0.0002,0.0,Regular
2023-08-23 15:54:00,5873594,1861621,7,5,61.79,0,-104,0.44,0.16,0.05,0.0001,0.0003,Mala
2023-08-23 15:55:00,5063309,1670642,10,5,39.92,0,-111,18.74,0.14,0.04,0.0002,0.0003,Regular
2023-08-23 15:56:00,7941245,890508,17,4,71.98,0,-89,27.22,0.21,0.02,0.0002,0.0004,Buena
2023-08-23 15:57:00,8817304,2269107,18,3,75.44,1,-82,3.1,0.24,0.06,0.0002,0.0001,Mala
2023-08-23 15:58:00,1829735,536160,5,0,71.18,0,-102,28.77,0.05,0.01,0.0003,0.0,Regular
2023-08-23 15:59:00,8021862,519156,1,9,93.99,0,-109,29.03,0.21,0.01,0.0,0.0017,Regular
2023-08-23 16:00:00,9351245,3070348,12,7,27.54,0,-106,27.89,0.25,0.08,0.0001,0.0002,Regular
2023-08-23 16:01:00,6282591,3062688,10,5,23.0,0,-87,13.88,0.17,0.08,0.0002,0.0002,Regular
2023-08-23 16:02:00,8483058,4651674,0,2,62.92,0,-100,11.49,0.23,0.12,0.0,0.0,Regular
2023-08-23 16:03:00,3562469,2314630,1,2,61.51,0,-95,21.18,0.09,0.06,0.0,0.0001,Regular
2023-08-23 16:04:00,4086176,1381809,16,5,53.46,0,-83,9.56,0.11,0.04,0.0004,0.0004,Mala
2023-08-23 16:05:00,7509590,4999311,7,6,5.41,0,-87,2.05,0.2,0.13,0.0001,0.0001,Mala
2023-08-23 16:06:00,6345854,1237197,1,7,57.75,0,-99,27.04,0.17,0.03,0.0,0.0006,Regular
2023-08-23 16:07:00,8490200,4308282,5,4,93.62,0,-103,19.05,0.23,0.11,0.0001,0.0001,Regular
2023-08-23 16:08:00,5883680,1145649,4,9,36.78,1,-110,6.21,0.16,0.03,0.0001,0.0008,Mala
2023-08-23 16:09:00,4681262,712986,15,5,96.92,0,-114,0.55,0.12,0.02,0.0003,0.0007,Mala
2023-08-23 16:10:00,5633078,3843014,7,0,38.89,0,-108,21.71,0.15,0.1,0.0001,0.0,Regular
2023-08-23 16:11:00,3609089,4138236,18,5,18.29,0,-84,25.58,0.1,0.11,0.0005,0.0001,Buena
2023-08-23 16:12:00,3508749,529777,15,8,42.85,0,-107,12.17,0.09,0.01,0.0004,0.0015,Regular
2023-08-23 16:13:00,1914228,3902155,12,9,51.99,0,-93,2.43,0.05,0.1,0.0006,0.0002,Mala
2023-08-23 16:14:00,1953959,4327271,19,3,64.8,1,-109,19.46,0.05,0.12,0.001,0.0001,Regular
2023-08-23 16:15:00,8905477,698110,6,9,52.96,0,-85,8.91,0.24,0.02,0.0001,0.0013,Mala
2023-08-23 16:16:00,4369538,4579430,15,0,55.99,0,-95,4.32,0.12,0.12,0.0003,0.0,Mala
2023-08-23 16:17:00,1345266,914627,15,8,7.29,0,-115,15.31,0.04,0.02,0.0011,0.0009,Regular
2023-08-23 16:18:00,5537358,3303089,11,3,29.09,0,-114,14.46,0.15,0.09,0.0002,0.0001,Regular
2023-08-23 16:19:00,7867100,2875163,13,1,34.52,0,-105,15.5,0.21,0.08,0.0002,0.0,Regular
2023-08-23 16:20:00,6275034,4232517,17,0,98.77,1,-98,24.72,0.17,0.11,0.0003,0.0,Regular
2023-08-23 16:21:00,8553974,3791066,17,2,33.08,0,-92,14.54,0.23,0.1,0.0002,0.0001,Regular
2023-08-23 16:22:00,7097091,1717933,15,6,90.17,0,-97,27.02,0.19,0.05,0.0002,0.0003,Regular
2023-08-23 16:23:00,4177993,2199547,19,9,33.95,0,-111,25.25,0.11,0.06,0.0005,0.0004,Regular
2023-08-23 16:24:00,8705092,3377597,15,1,14.13,0,-87,19.53,0.23,0.09,0.0002,0.0,Regular
2023-08-23 16:25:00,8583354,4900131,12,8,28.52,0,-114,1.71,0.23,0.13,0.0001,0.0002,Mala
2023-08-23 16:26:00,4131209,3609823,8,1,30.92,0,-99,25.95,0.11,0.1,0.0002,0.0,Regular
2023-08-23 16:27:00,6813365,842424,8,4,97.93,1,-105,27.17,0.18,0.02,0.0001,0.0005,Regular
2023-08-23 16:28:00,5057893,1961659,12,7,69.06,0,-103,11.25,0.13,0.05,0.0002,0.0004,Regular
2023-08-23 16:29:00,6691276,3440107,3,9,93.51,0,-87,15.78,0.18,0.09,0.0,0.0003,Regular
2023-08-23 16:30:00,6397662,2550241,8,7,84.32,0,-84,8.43,0.17,0.07,0.0001,0.0003,Mala
2023-08-23 16:31:00,2805468,3521034,14,2,59.97,0,-108,0.44,0.07,0.09,0.0005,0.0001,Mala
2023-08-23 16:32:00,4427975,1656245,13,1,69.16,0,-106,14.38,0.12,0.04,0.0003,0.0001,Regular
2023-08-23 16:33:00,7356228,658998,18,8,64.36,0,-91,3.88,0.2,0.02,0.0002,0.0012,Mala
2023-08-23 16:34:00,9514716,2176079,11,2,68.29,0,-105,5.5,0.25,0.06,0.0001,0.0001,Mala
2023-08-23 16:35:00,6525633,1122995,5,7,30.15,0,-88,14.42,0.17,0.03,0.0001,0.0006,Regular
2023-08-23 16:36:00,3080154,4262853,2,1,43.77,0,-83,26.01,0.08,0.11,0.0001,0.0,Buena
2023-08-23 16:37:00,3244702,4550230,19,2,61.3,0,-90,25.34,0.09,0.12,0.0006,0.0,Buena
2023-08-23 16:38:00,4377778,2503011,15,0,8.41,1,-108,28.95,0.12,0.07,0.0003,0.0,Regular
2023-08-23 16:39:00,6735193,1776120,19,5,50.87,0,-90,14.48,0.18,0.05,0.0003,0.0003,Regular
2023-08-23 16:40:00,8726890,4961918,16,6,86.67,0,-84,16.56,0.23,0.13,0.0002,0.0001,Regular
2023-08-23 16:41:00,6897498,3873195,15,3,51.77,0,-88,24.66,0.18,0.1,0.0002,0.0001,Buena
2023-08-23 16:42:00,9357956,2308516,5,0,57.47,0,-109,20.99,0.25,0.06,0.0001,0.0,Regular
2023-08-23 16:43:00,9204298,1456011,7,2,24.18,0,-81,5.48,0.25,0.04,0.0001,0.0001,Mala
2023-08-23 16:44:00,9776957,4157905,18,8,80.46,0,-114,11.95,0.26,0.11,0.0002,0.0002,Regular
2023-08-23 16:45:00,6843493,4525129,1,4,39.09,0,-94,27.87,0.18,0.12,0.0,0.0001,Buena
2023-08-23 16:46:00,4386501,4261509,13,5,95.88,0,-94,4.38,0.12,0.11,0.0003,0.0001,Mala
2023-08-23 16:47:00,8395350,1292955,11,3,99.4,0,-113,6.28,0.22,0.03,0.0001,0.0002,Mala
2023-08-23 16:48:00,5588334,1766571,16,0,92.02,0,-108,12.02,0.15,0.05,0.0003,0.0,Regular
2023-08-23 16:49:00,9464685,2261126,14,4,13.06,0,-112,28.2,0.25,0.06,0.0001,0.0002,Regular
2023-08-23 16:50:00,8168362,4610993,17,4,36.65,1,-101,3.41,0.22,0.12,0.0002,0.0001,Mala
2023-08-23 16:51:00,5327819,793313,15,4,94.79,1,-104,20.19,0.14,0.02,0.0003,0.0005,Regular
2023-08-23 16:52:00,8284953,4848366,12,5,81.43,0,-87,3.96,0.22,0.13,0.0001,0.0001,Mala
2023-08-23 16:53:00,2255564,2102525,16,1,91.56,0,-107,15.74,0.06,0.06,0.0007,0.0,Regular
2023-08-23 16:54:00,9514493,2217355,7,0,59.39,0,-96,16.1,0.25,0.06,0.0001,0.0,Regular
2023-08-23 16:55:00,9930264,4446617,0,1,50.64,0,-82,1.28,0.26,0.12,0.0,0.0,Mala
2023-08-23 16:56:00,5424507,3983974,2,9,15.12,0,-90,28.62,0.14,0.11,0.0,0.0002,Buena
2023-08-23 16:57:00,3792427,3742792,15,5,84.75,0,-95,24.2,0.1,0.1,0.0004,0.0001,Regular
